TF	Target	WeightOfEdge
GATA3	APBB1	0.00319445482455194
GATA4	GYPB	0.0031940375920385122
MXI1	HNRNPK	0.0031939325854182243
AR	ZBTB38	0.0031938962638378143
CTNNB1	SNAI2	0.0031938760075718164
FOXH1	HIF3A	0.0031938450410962105
LEF1	COL4A6	0.00319383991882205
TEAD4	IL6ST	0.0031937158200889826
SMAD2	SLC35F1	0.0031936075538396835
SOX17	MEIS2	0.0031935558654367924
FOXP1	ACOX3	0.003193463897332549
LEF1	SORL1	0.0031933255959302187
GATA2	TGFBR3	0.00319317146204412
HAND2	DNAAF2	0.0031931523699313402
SMAD2	ASH2L	0.0031930452678352594
EZH2	ZNF516	0.0031927863601595163
AR	FOXK1	0.0031927525997161865
EZH2	ERCC-00095	0.0031926592346280813
GATA2	MED14	0.0031925581861287355
SOX2	AFF4	0.003192282048985362
FOXP1	ERCC-00044	0.0031922690104693174
MLLT3	RTKN2	0.003192195435985923
FOXP1	ARL4D	0.003192082978785038
SNAI2	CALCOCO1	0.0031920778565108776
MXI1	POLR2D	0.003192062024027109
EGR1	SP100	0.00319195119664073
GATA2	DYNC1I1	0.0031916936859488487
AR	MCC	0.0031915907748043537
EGR1	TBX20	0.0031915386207401752
MLLT3	RFXANK	0.0031914077699184418
MLLT3	SNX18	0.0031913842540234327
SNAI2	LMO3	0.003191279014572501
GATA2	FAM135A	0.0031912345439195633
AR	CCPG1	0.003191226627677679
HAND2	ZNF585B	0.00319117633625865
JUND	HNRNPAB	0.003191115101799369
HAND2	BMPR1A	0.0031911146361380816
FOXP1	PIK3R5	0.0031908410601317883
GATA2	ELL2	0.0031907730735838413
SOX17	NONO	0.003190772607922554
NANOG	SNAPC3	0.0031906694639474154
TCF4	MSX1	0.003190660150721669
HAND2	ASS1	0.0031906436197459698
KLF5	EPB41L3	0.0031906364019960165
GATA3	TFPI	0.0031905428040772676
KLF5	SLC35A3	0.0031905302312225103
MLLT3	UNC5D	0.0031904818024486303
SMAD2	XRN1	0.0031903679482638836
MLLT3	ILF2	0.0031902927439659834
KLF5	ZFYVE16	0.0031902214977890253
EZH2	ERCC-00002	0.0031901439651846886
EGR1	MKI67IP	0.0031901418697088957
SOX17	TSPAN12	0.0031901178881525993
EZH2	SNX14	0.00319006503559649
FOXP1	ALPK2	0.003190056886523962
NANOG	ETV3	0.003190011717379093
AR	KLHL4	0.0031898750457912683
MXI1	SSFA2	0.003189847571775317
EZH2	MLL3	0.0031897614244371653
GATA2	SIRT1	0.0031896692235022783
HAND2	SERTAD2	0.003189611481502652
BCL11A	TCF19	0.0031894617713987827
HAND2	HPRT1	0.0031894054263830185
MXI1	DPF2	0.0031893705017864704
SOX17	MED16	0.0031893346458673477
KLF5	SHOX	0.003189304145053029
EGR1	ATP11B	0.00318924430757761
GATA2	MKI67IP	0.003189230337738991
EOMES	HCFC1	0.003189054084941745
NANOG	PSMD9	0.003189031733199954
HAND2	PTGR1	0.003188959090039134
GATA3	MIA3	0.003188908565789461
GATA4	CRABP2	0.003188851522281766
MXI1	NFYB	0.0031888356897979975
AR	EOMES	0.003188513219356537
BCL11A	ANKRD13C	0.003188034752383828
HAND2	SLC39A8	0.0031880082096904516
STAT3	TMEM38B	0.0031877353321760893
HAND2	TTK	0.003187687136232853
SNAI2	TBX20	0.00318753719329834
EZH2	TNC	0.0031871323008090258
LEF1	OTUD6B	0.0031871318351477385
MLLT3	OAS1	0.00318709434941411
LEF1	ZNF512	0.0031870619859546423
NANOG	TMEM38B	0.0031870566308498383
EGR1	DNAJB14	0.0031867956276983023
ZFP42	DAAM1	0.0031866380013525486
EGR1	ERCC-00044	0.0031866368371993303
GATA3	NFYB	0.003186577232554555
MXI1	CUX1	0.0031862836331129074
SNAI2	SLC36A4	0.0031862370669841766
KLF5	FASTKD3	0.0031861404422670603
MXI1	TRAF6	0.003186022164300084
MLLT3	SMARCC1	0.0031860219314694405
SOX17	APBB1	0.003185998648405075
MXI1	GLDC	0.003185926703736186
BCL11A	ZFYVE16	0.0031859134323894978
MLLT3	HAND2	0.0031858785077929497
SOX17	PPARA	0.003185819135978818
SOX17	VHL	0.003185732988640666
ZFP42	DCLK1	0.0031856801360845566
FOXP1	SERTAD2	0.0031852584797888994
MXI1	SNAI2	0.003184992354363203
FOXP1	FST	0.0031847823411226273
ZFP42	ZNF30	0.003184777218848467
BCL11A	HDGF	0.003184662666171789
MXI1	CDC7	0.003184510162100196
BCL11A	CIITA	0.0031842272728681564
OTX2	ERCC-00165	0.0031841029413044453
NANOG	ATP2B4	0.0031840591691434383
GATA2	WWP1	0.0031838477589190006
SOX17	ENO1	0.003183818655088544
EZH2	SEMA6D	0.003183522028848529
KLF5	ITPR2	0.0031830882653594017
BCL11A	SATB2	0.003182875458151102
MLLT3	PLXNA2	0.0031828666105866432
FOXH1	TP53INP1	0.0031825026962906122
CTNNB1	SLC46A3	0.0031823962926864624
AR	SMAD5	0.0031822449527680874
SNAI2	ANKRD6	0.0031822395976632833
GATA3	DMBX1	0.003182207001373172
DNMT3B	HSD17B11	0.003182017244398594
EGR1	AIRE	0.0031820067670196295
GATA6	WWP1	0.0031819811556488276
SOX17	TADA1	0.0031819366849958897
MXI1	USP44	0.0031818377319723368
TFAP2A	SHOX	0.003181729232892394
MLLT3	KIAA0528	0.003181560430675745
GATA3	GRHL1	0.003181514795869589
MXI1	XRCC6	0.0031815017573535442
PRDM1	ALYREF	0.003181346459314227
GATA2	STT3B	0.003181267296895385
DNMT3B	GYPA	0.003181247040629387
GATA3	RIPPLY1	0.0031812062952667475
STAT3	COL4A1	0.003181184409186244
EZH2	SCD5	0.003180962521582842
MXI1	NCOA6	0.0031808021012693644
FOXP1	CIITA	0.0031806500628590584
TCF4	MDM4	0.003180583007633686
NANOG	S1PR3	0.003180533880367875
ZFP42	NCOA6	0.0031803452875465155
NANOG	LGR4	0.00318025890737772
EGR1	IL6ST	0.003180050291121006
NANOG	DUSP10	0.0031800498254597187
SNAI2	TMF1	0.0031800055876374245
EGR1	DUSP10	0.0031796847470104694
JUND	FLI1	0.0031795252580195665
EOMES	ZBTB2	0.0031795145478099585
KLF5	QPCT	0.003179502673447132
SOX17	CPVL	0.003179425373673439
GATA6	DKK4	0.003179419320076704
MLLT3	PRKACB	0.003179397899657488
KLF5	KLHL4	0.0031792738009244204
LEF1	RHAG	0.0031790812499821186
LEF1	TRIM33	0.00317902909591794
FOXH1	ZDHHC21	0.0031790020875632763
EZH2	LRIG3	0.003178961342200637
STAT3	SULF2	0.003178918967023492
BCL11A	CCDC82	0.003178632352501154
GATA2	SMARCD3	0.00317854480817914
LEF1	CBFA2T2	0.0031785028986632824
MXI1	KIAA1109	0.0031784826423972845
NANOG	HOPX	0.0031782155856490135
TCF4	FST	0.0031782053411006927
LEF1	KIAA1109	0.0031780130229890347
JUND	GATAD2A	0.0031779001001268625
EOMES	GTF3C4	0.0031778893899172544
SNAI2	E2F4	0.003177829086780548
MLLT3	RNF13	0.003177741775289178
KLF5	BLM	0.003177627455443144
HAND2	ABLIM1	0.003177598351612687
STAT3	ESPL1	0.003177460515871644
AR	BTBD10	0.003177459118887782
KLF5	GYPA	0.0031774304807186127
FOXH1	PCDH7	0.0031772952061146498
BCL11A	ITM2A	0.0031772369984537363
MXI1	MEIS2	0.00317668286152184
DNMT3B	SP100	0.003176606260240078
FOXP1	BCAR3	0.0031764379236847162
SOX17	KIAA1804	0.0031763382721692324
JUND	POLR2K	0.0031761459540575743
BCL11A	UNC5D	0.0031760074198246002
SOX17	CALB1	0.003175818594172597
SMAD2	REL	0.0031755983363837004
MXI1	MCM7	0.0031755934469401836
EGR1	GTF2H2	0.0031753298826515675
FOXP1	PELI2	0.0031749694608151913
EGR1	LMO2	0.003174845827743411
EGR1	ERCC-00096	0.0031748278997838497
AR	GCM1	0.0031748225446790457
MXI1	ETV4	0.003174819750711322
SOX17	APC	0.0031747950706630945
MXI1	ISCA1	0.0031747189350426197
TRIM28	ERCC-00002	0.0031742958817631006
GATA2	ALG6	0.0031742933206260204
PRDM1	KHSRP	0.0031741696875542402
OTX2	SHOX	0.00317409192211926
LEF1	MME	0.003174012526869774
MLLT3	KIAA1804	0.003173711011186242
KLF5	KIAA0528	0.0031736253295093775
ZFP42	MTERF	0.0031733664218336344
MXI1	PPARA	0.0031732809729874134
GATA2	RFC3	0.0031730583868920803
MXI1	MCM2	0.003172827186062932
SNAI2	CDCA2	0.0031728120520710945
MXI1	FLRT2	0.003172751981765032
MXI1	FUS	0.0031727307941764593
EGR1	SPPL2A	0.0031727023888379335
EZH2	ITPR2	0.003172545460984111
GATA2	SLITRK2	0.0031725382432341576
MLLT3	MED14	0.0031725256703794003
LEF1	CLDN10	0.0031722362618893385
HAND2	ENO1	0.0031722106505185366
MXI1	ERCC-00112	0.003172183409333229
GATA3	KIAA1324L	0.003172053024172783
OTX2	KLF6	0.0031720390543341637
SOX2	ETS1	0.0031720271799713373
NANOG	CALCOCO1	0.0031719282269477844
EZH2	ZDHHC21	0.0031716618686914444
DNMT3B	TRIP11	0.0031716586090624332
GATA3	NKX3-1	0.0031716469675302505
EZH2	RAVER2	0.0031711615156382322
MLLT3	TDRD7	0.003171147545799613
GATA3	KIF21A	0.0031711342744529247
DNMT3B	NCOA6	0.003170885844156146
GATA2	POU2F1	0.0031707792077213526
ZFP42	ZNF24	0.003170756855979562
SMAD2	CDK6	0.0031706744339317083
TFAP2A	RHOBTB3	0.003170538228005171
GATA3	MCM6	0.003170377342030406
LEF1	ETV1	0.003170230658724904
OTX2	MPHOSPH9	0.0031702262349426746
DNMT3B	DKK4	0.0031702162232249975
LEF1	C12ORF23	0.0031701994594186544
EGR1	DMBX1	0.0031701945699751377
BCL11A	ERCC-00113	0.0031697964295744896
KLF5	HMGA1	0.0031697482336312532
HAND2	GLMN	0.0031696597579866648
SOX17	PDGFRA	0.0031696201767772436
EZH2	ANKMY2	0.003169573377817869
MXI1	KLHL12	0.0031695018988102674
GATA2	JPH1	0.003169495612382889
MXI1	DPH2	0.0031694008503109217
STAT3	CAP2	0.0031693396158516407
HAND2	DNMT1	0.0031690686009824276
AR	ZIC3	0.0031690592877566814
GATA3	TMSB15B	0.0031688923481851816
FOXP1	PRTG	0.0031688541639596224
GATA2	WDHD1	0.003168651135638356
FOXH1	LRRCC1	0.0031685992144048214
GATA2	PRKACB	0.0031684774439781904
STAT3	SYNC	0.0031682506669312716
MLLT3	POLR2I	0.0031681417021900415
HAND2	ODC1	0.00316810910589993
EZH2	ACTC1	0.0031680979300290346
MLLT3	SPP1	0.003167789662256837
MXI1	MSX1	0.0031677891965955496
MLLT3	SNAPC4	0.003167531918734312
TFAP2A	NT5DC3	0.003167432500049472
KLF5	RUVBL1	0.0031673158518970013
HAND2	IRF1	0.0031671845354139805
MXI1	NDUFC2-KCTD14	0.003167110960930586
HAND2	TCOF1	0.0031669829040765762
CTNNB1	AIP	0.0031667982693761587
MXI1	KLF5	0.003166795941069722
MLLT3	SFMBT1	0.0031666322611272335
SNAI2	ERCC-00060	0.003166483948007226
SMAD2	PHF17	0.003166481852531433
NANOG	AMN1	0.00316615030169487
BCL11A	PPARA	0.00316601968370378
MXI1	FAM46A	0.0031659973319619894
MXI1	TMEM131	0.003165890695527196
DNMT3B	NEDD4	0.003165756119415164
EGR1	MLLT6	0.0031657081563025713
SOX17	KLHL4	0.0031656399369239807
MXI1	TP53	0.003165424568578601
MLLT3	SKIL	0.003165390808135271
KLF5	HLA-DRB1	0.0031653863843530416
PRDM1	FOXP1	0.0031653528567403555
MXI1	SRSF2	0.003165301401168108
EGR1	ERCC-00043	0.0031651926692575216
EOMES	ALYREF	0.0031650366727262735
SOX17	ACTC1	0.003164890455082059
SMAD2	FARSB	0.0031648718286305666
MXI1	BMP4	0.003164848079904914
JUND	ILF3	0.0031645551789551973
SOX17	PFKFB2	0.0031642692629247904
MXI1	XRN1	0.0031642562244087458
GATA6	SCD5	0.0031641300301998854
FOXP1	ERCC-00113	0.003163943300023675
MLLT3	PPARGC1B	0.003163725370541215
GATA2	MED16	0.0031637062784284353
MXI1	NRIP1	0.003163672983646393
EOMES	RIPPLY1	0.0031636394560337067
HAND2	HRSP12	0.0031635360792279243
EGR1	RNF138	0.003163290675729513
MXI1	GTF3C4	0.003162660636007786
OTX2	PALLD	0.003162398235872388
EGR1	CDK6	0.003162392182275653
PRDM1	LIN28A	0.0031623244285583496
SOX2	VAMP7	0.0031622375827282667
EGR1	MRPS30	0.003161865985020995
EZH2	REL	0.0031618005596101284
JUND	WDFY1	0.0031617889180779457
EZH2	SRC	0.0031617763452231884
PRDM1	ARID3B	0.0031617695931345224
MLLT3	RORB	0.0031617507338523865
GATA2	ASH2L	0.003161747008562088
FOXH1	NIPSNAP3A	0.003161492059007287
LEF1	GPSM2	0.003161452244967222
SNAI2	MAP3K2	0.0031613833270967007
MXI1	HAND1	0.003161358181387186
NANOG	NFIA	0.003161303699016571
GATA2	PLP1	0.0031612575985491276
HAND2	PHB2	0.0031611863523721695
STAT3	FN1	0.0031610403675585985
GATA2	ATF6	0.0031609435100108385
GATA6	PMP22	0.003160900203511119
MXI1	WWP1	0.0031608385033905506
SNAI2	MCM4	0.003160653403028846
FOXH1	DCAF6	0.0031606098636984825
GATA3	CLDN10	0.0031604485120624304
EGR1	ZFHX3	0.0031604485120624304
SOX17	ESRP1	0.0031604364048689604
KLF5	ERCC-00046	0.003160351188853383
SOX17	SPP1	0.003159969812259078
FOXP1	GCM1	0.003159773303195834
MLLT3	ROR2	0.003159752581268549
PRDM1	RORB	0.003159459913149476
OTX2	CA2	0.0031591043807566166
AR	ZNF160	0.003158871317282319
JUND	HIF1A	0.003158778650686145
GATA3	ALCAM	0.0031586934346705675
DNMT3B	AIP	0.0031583993695676327
FOXH1	LIPG	0.003158239182084799
EGR1	SMAD6	0.0031582347583025694
TP53	MITF	0.003158142790198326
HAND2	DNMT3A	0.0031580806244164705
EZH2	MAFF	0.0031577348709106445
MLLT3	CBR1	0.003157687606289983
KLF5	ATP2B4	0.0031571106519550085
FOXH1	COL1A2	0.003156819846481085
AR	ASXL1	0.0031566317193210125
FOXH1	KLHL24	0.0031566268298774958
HAND2	CCDC82	0.0031564931850880384
TCF4	COL5A1	0.0031564440578222275
GATA2	CRABP2	0.0031562591902911663
KLF5	CBR1	0.003156110644340515
HAND2	SMARCC1	0.0031559683848172426
EGR1	KIF23	0.0031557425390928984
GATA3	VHL	0.0031557015608996153
MXI1	SOX3	0.003155698999762535
STAT3	SNX18	0.0031556731555610895
TCF4	HAS2	0.0031556470785290003
STAT3	ID1	0.003155567916110158
EGR1	BAMBI	0.0031554861925542355
NANOG	PRDM1	0.0031552319414913654
EGR1	YAF2	0.0031551870051771402
MLLT3	VPS54	0.0031550920102745295
BCL11A	MIA3	0.003154863603413105
GATA4	ZNF516	0.003154819132760167
HAND2	KRCC1	0.0031545422971248627
TEAD4	POU2AF1	0.0031545322854071856
STAT3	AEBP1	0.0031544906087219715
SMAD2	DLGAP5	0.003154412377625704
STAT3	NFKBIA	0.0031540265772491693
FOXP1	ERCC-00009	0.0031540156342089176
SOX2	PPARA	0.003153835190460086
KLF5	STK3	0.0031537311151623726
BCL11A	ANKRD50	0.003153705969452858
GATA3	MYOF	0.003153662197291851
PRDM1	MYBL2	0.0031536526512354612
EOMES	BTF3	0.003153465688228607
GATA4	GPR83	0.003153348807245493
GATA2	SLC39A8	0.0031533129513263702
KLF5	CEBPZ	0.0031532759312540293
EGR1	TIPARP	0.003153147641569376
SNAI2	IFI16	0.0031531420536339283
SOX2	PELI2	0.0031531392596662045
FOXP1	SHOX2	0.0031530996784567833
TEAD4	ANGPT2	0.00315308291465044
EZH2	APLNR	0.003153011901304126
SOX17	ELMOD2	0.00315270503051579
SOX17	RFXANK	0.0031525043305009604
MXI1	GATA2	0.0031524505466222763
EGR1	ERCC-00111	0.003152351127937436
TRIM28	KDELR3	0.003152295248582959
SOX2	SEMA3E	0.0031522063072770834
MLLT3	BTBD10	0.0031521525233983994
KLF5	TLE1	0.003151955083012581
MXI1	MRPS35	0.003151804208755493
MXI1	PRSS35	0.0031517567113041878
HAND2	CITED2	0.0031517059542238712
EGR1	TRDN	0.0031516370363533497
EZH2	HDGF	0.0031515599694103003
MLLT3	HDAC9	0.0031515383161604404
PRDM1	TCEA1	0.0031508407555520535
TEAD4	NRP2	0.0031508381944149733
OTX2	PDE3B	0.0031508253887295723
MXI1	STAT2	0.003150561358779669
SOX2	MAN1A1	0.003150551114231348
AR	ZFYVE16	0.0031503525096923113
HAND2	GPC6	0.003150329692289233
ZFP42	FER	0.003150253091007471
GATA3	ANKRD50	0.003150199307128787
PRDM1	HIST1H1B	0.0031501022167503834
DNMT3B	AR	0.003149830037727952
GATA2	BRWD1	0.003149711526930332
OTX2	ASXL1	0.0031496617011725903
EGR1	ELMOD2	0.0031495795119553804
FOXH1	PRSS23	0.003149258904159069
HAND2	ERCC-00004	0.0031491706613451242
CTNNB1	PITX2	0.003149067284539342
LEF1	FBXO28	0.003149002557620406
FOXH1	FAM117B	0.0031488901004195213
KLF5	ERCC-00009	0.003148762509226799
FOXH1	PLAGL1	0.0031483802013099194
PRDM1	SEMA6D	0.0031483604107052088
SOX17	HOXB6	0.0031482980120927095
OTX2	MLLT6	0.003148267976939678
DNMT3B	ANKRD1	0.0031482295598834753
EGR1	ERCC-00131	0.003147888695821166
AR	ZNF471	0.003147883340716362
GATA3	NUP54	0.0031477308366447687
GATA4	NUAK1	0.0031476353760808706
MXI1	MCM6	0.0031476023141294718
PRDM1	SNAI2	0.003147565294057131
JUND	BTF3	0.0031475594732910395
SNAI2	ID3	0.0031474872957915068
HAND2	GABRB3	0.003147483104839921
FOXH1	SP100	0.003147394396364689
ZFP42	RGS5	0.0031473941635340452
STAT3	FBXO28	0.0031473543494939804
MXI1	CIITA	0.0031472372356802225
NANOG	RSPO3	0.0031472104601562023
FOXP1	ASB4	0.00314709241501987
MLLT3	ARHGAP28	0.0031470363028347492
SMAD2	MAGI3	0.0031470225658267736
HAND2	SPPL2A	0.003146897302940488
FOXP1	BARX2	0.003146782051771879
SOX17	RTKN2	0.0031464453786611557
MXI1	PRIM1	0.003146351780742407
HAND2	REV3L	0.003146302653476596
GATA4	AFF1	0.0031461946200579405
HAND2	ANKRD13C	0.003146034199744463
FOXP1	LGR5	0.0031460020691156387
GATA4	SNAPC3	0.0031459727324545383
MXI1	MITF	0.003145832335576415
HAND2	MAP4K3	0.003145641414448619
NANOG	GATA2	0.0031452395487576723
GATA4	EPHA4	0.003145236289128661
SOX17	ZEB2	0.0031450625974684954
EGR1	PLK1	0.003144875168800354
NANOG	TBX20	0.003144610673189163
GATA6	YAF2	0.003144296118989587
EGR1	SKA3	0.0031441934406757355
SNAI2	UBTF	0.0031441303435713053
GATA2	ZNF471	0.0031441072933375835
EZH2	GLDC	0.003144054440781474
SOX2	RNF19A	0.0031440381426364183
EOMES	ZNF30	0.0031439666636288166
EGR1	DCAF6	0.003143765963613987
HAND2	SFPQ	0.0031436372082680464
GATA3	KLHL6	0.0031427410431206226
SOX17	MYCN	0.003142731497064233
SMAD2	PRIC285	0.0031427289359271526
TP53	MAMLD1	0.003142623696476221
STAT3	FBN1	0.003142570611089468
PRDM1	CD200	0.0031423254404217005
CTNNB1	NKX3-1	0.003141773398965597
EZH2	VPS13C	0.0031416239216923714
EZH2	EPHA4	0.0031414858531206846
SMAD2	QPCT	0.0031414830591529608
GATA3	MPHOSPH9	0.0031412173993885517
SNAI2	LPGAT1	0.0031411414965987206
TP53	HAS2	0.0031410956289619207
NANOG	SEMA3E	0.003140778513625264
GATA2	SOX17	0.003140747547149658
DNMT3B	PPARGC1B	0.0031405745539814234
GATA6	SP100	0.003140559419989586
GATA4	C12ORF23	0.0031404669862240553
MXI1	MCM4	0.0031404613982886076
GATA3	SP110	0.003140457905828953
BCL11A	NFAT5	0.0031403983011841774
MLLT3	HOXB6	0.0031403652392327785
DNMT3B	COBLL1	0.0031403175089508295
SOX17	PELI2	0.0031401808373630047
TEAD4	CYP26A1	0.0031399957370013
SMAD2	CSDE1	0.003139902837574482
STAT3	MXI1	0.0031394034158438444
NANOG	B3GNT5	0.0031393906101584435
SOX17	ERCC-00130	0.0031391989905387163
SOX2	B3GNT5	0.0031389882788062096
ZFP42	MECOM	0.003138978034257889
EZH2	POLB	0.003138796892017126
FOXP1	TMEM131	0.003138741012662649
KLF5	PRSS35	0.0031386972405016422
TEAD4	SMAD2	0.0031385866459459066
AR	CRABP2	0.0031385691836476326
JUND	AMN1	0.0031382630113512278
GATA3	MLLT3	0.003138173371553421
OTX2	PRSS35	0.003138134488835931
KLF5	APBB2	0.003138084663078189
GATA2	GATA6	0.003137949388474226
MXI1	YBX1	0.0031379007268697023
HAND2	CDCA7L	0.003137710504233837
HAND2	HNRNPD	0.0031375770922750235
OTX2	MXI1	0.0031374788377434015
EGR1	CHL1	0.0031374513637274504
MLLT3	MANEA	0.0031372441444545984
SNAI2	SUPT16H	0.003137152176350355
POU5F1	LIFR	0.0031370571814477444
SOX17	LIPG	0.0031370206270366907
EGR1	MAN1A1	0.0031368727795779705
AR	PHLDA1	0.0031367826741188765
AR	MLL3	0.0031367663759738207
BCL11A	PPAPDC1A	0.0031367328483611345
FOXP1	FAM89A	0.0031366217881441116
GATA3	C12ORF23	0.003136545652523637
SMAD2	PSMD9	0.0031364518217742443
DNMT3B	ARFGAP3	0.0031364045571535826
SNAI2	CLDN11	0.0031363964080810547
ZFP42	TIPARP	0.003136376151815057
EZH2	TSPAN12	0.0031362446025013924
SMAD2	MLL3	0.0031362404115498066
GATA2	SULF2	0.003136202460154891
CTNNB1	FOXF1	0.003135991282761097
GATA6	RFESD	0.00313592329621315
EZH2	ERCC-00042	0.00313588953576982
GATA2	BUB1B	0.0031358064152300358
MLLT3	ALG6	0.003135691164061427
JUND	ZNF589	0.003135663690045476
SOX2	SOX7	0.0031356513500213623
AR	COLEC12	0.0031355167739093304
MXI1	DSCC1	0.003135260660201311
MLLT3	BARX2	0.003135181497782469
SOX2	ANKRD50	0.0031350310891866684
FOXH1	CDH11	0.003134932368993759
PRDM1	TMEM131	0.003134771017357707
GATA4	MANEA	0.0031346669420599937
EOMES	CALCOCO1	0.003134648548439145
EOMES	ZIC2	0.003134350059553981
SOX2	CCDC82	0.0031340518034994602
GATA2	CALB1	0.003133954480290413
GATA4	CITED2	0.0031338592525571585
STAT3	STC1	0.003133712336421013
GATA2	KIF21A	0.003133694641292095
MXI1	DMBX1	0.003133627353236079
MXI1	MED14	0.0031335370149463415
OTX2	FXR1	0.003133367747068405
SOX17	PROM1	0.003133198246359825
PRDM1	ARL4A	0.003133067162707448
EOMES	PALLD	0.0031328117474913597
MXI1	ERCC-00108	0.0031327311880886555
SOX17	ZNF24	0.0031326552852988243
STAT3	NEDD4	0.003132644109427929
SOX17	TEAD4	0.0031325535383075476
TRIM28	CHL1	0.0031325146555900574
KLF5	DNMT3B	0.003132419427856803
AR	ITGA5	0.0031323577277362347
JUND	VWA5A	0.003132347948849201
JUND	ETV4	0.0031323323491960764
KLF5	NUSAP1	0.003132008947432041
SOX17	ERCC6L	0.0031317193061113358
SNAI2	TLR4	0.003131705103442073
GATA2	ANKRD50	0.0031316718086600304
EOMES	ST3GAL6	0.0031316252425312996
GATA2	DDX54	0.0031316212844103575
GATA3	CRX	0.0031315982341766357
SNAI2	KLF7	0.0031314725056290627
GATA4	CAMK2D	0.0031313172075897455
EZH2	RBFOX2	0.0031312901992350817
KLF5	MME	0.003131252946332097
SOX2	WWTR1	0.00313121872022748
JUND	TCOF1	0.003131188452243805
TEAD4	KIAA1467	0.003131144680082798
KLF5	NRP2	0.0031310466583818197
DNMT3B	OAS1	0.0031309551559388638
CTNNB1	SP110	0.003130869707092643
PRDM1	CREB3L4	0.0031308094039559364
FOXP1	HAPLN1	0.003130781464278698
PRDM1	ZNF202	0.0031305260490626097
EGR1	ETV7	0.003130487399175763
MLLT3	SLCO2A1	0.003130323253571987
GATA2	MLL3	0.0031302613206207752
SOX2	AGL	0.0031302436254918575
GATA2	SERTAD2	0.0031301993876695633
MXI1	CD48	0.003130184253677726
GATA6	TSPAN12	0.00313014118000865
TCF4	TLE3	0.0031301232520490885
SMAD2	IRF1	0.0031300054397433996
GATA4	NCOA6	0.0031299192924052477
EZH2	JMJD1C	0.0031298112589865923
EGR1	ATF6	0.0031296447850763798
SNAI2	ZEB1	0.003129518125206232
SNAI2	TCF4	0.003129411255940795
SOX2	COBLL1	0.003129376098513603
BCL11A	ERCC-00062	0.0031293167266994715
NANOG	HLA-DRB1	0.003129302291199565
GATA3	DLGAP5	0.0031292191706597805
CTNNB1	RXRG	0.003129129996523261
GATA6	ERCC-00171	0.0031290967017412186
GATA6	PELI2	0.003129016375169158
SNAI2	SLITRK2	0.0031289122998714447
SNAI2	TFAP2A	0.0031288606114685535
KLF5	FER	0.003128688083961606
MXI1	SMARCC1	0.0031286475714296103
LEF1	SRSF10	0.0031283891294151545
SOX17	CLGN	0.003128364682197571
KLF5	B3GNT5	0.0031282594427466393
HAND2	ZFYVE16	0.0031281241681426764
SMAD2	CCPG1	0.0031280515249818563
NANOG	SERTAD2	0.0031279094982892275
MLLT3	RHAG	0.0031278771348297596
BCL11A	SPPL2A	0.003127786796540022
EOMES	SMARCD1	0.0031277828384190798
MXI1	FOXF1	0.00312765222042799
STAT3	PMP22	0.00312754325568676
MXI1	RAB31	0.003127474570646882
LEF1	ECI2	0.0031274401117116213
SOX17	NR2C1	0.0031274138018488884
STAT3	LPGAT1	0.003127327421680093
SNAI2	YBX1	0.003127297619357705
SMAD2	CASD1	0.0031272561755031347
AR	TSPAN12	0.0031269178725779057
HAND2	ANKRD26	0.0031267679296433926
MXI1	CUL1	0.0031267518643289804
MXI1	NFKBIB	0.0031266906298696995
TEAD4	HIF3A	0.0031262650154531
EZH2	ERCC-00022	0.003126264549791813
MLLT3	MBIP	0.003126239636912942
MXI1	SNRPD1	0.003126217285171151
SMAD2	SLCO2A1	0.003126159543171525
EZH2	PITX2	0.0031259458046406507
MLLT3	FAM135A	0.0031257937662303448
GATA3	BUB1B	0.003125766757875681
KLF5	POLB	0.0031257406808435917
AR	ST8SIA4	0.0031256121583282948
SOX17	HLA-DQB1	0.003125604009255767
KLF5	HLA-DQB1	0.0031256009824573994
NANOG	GYPE	0.0031254650093615055
GATA2	RHOBTB3	0.0031253285706043243
LEF1	GNG11	0.003125287126749754
HAND2	DTL	0.0031252626795321703
MXI1	PIP4K2A	0.003125234507024288
JUND	TEAD4	0.00312503962777555
GATA2	MAGI3	0.0031248796731233597
HAND2	CCDC141	0.003124778624624014
HAND2	CBR1	0.00312474905513227
EGR1	ARHGAP28	0.003124722745269537
POU5F1	RXRG	0.0031247108709067106
GATA6	BCL11B	0.003124706447124481
FOXH1	MYOF	0.00312464265152812
DNMT3B	TTN	0.0031245630234479904
MXI1	NFAT5	0.00312433042563498
GATA2	BMPR1A	0.003124087117612362
PRDM1	RAD51	0.0031240175012499094
MXI1	POU2F2	0.003123971400782466
POU5F1	ERCC-00130	0.003123925067484379
EGR1	SHOX	0.0031237283255904913
SOX17	CCNE2	0.0031234920024871826
KLF5	ZNF521	0.0031232843175530434
KLF5	ZNF471	0.003123222617432475
MXI1	CCDC138	0.003123166039586067
HAND2	TEAD1	0.0031229674350470304
EOMES	ZNF142	0.003122827270999551
HAND2	NR2C1	0.0031227832660079002
MLLT3	TRIM2	0.003122630063444376
GATA3	SLC35A3	0.0031225725542753935
SMAD2	SUPT7L	0.003122549969702959
PRDM1	OAS1	0.003122512949630618
FOXH1	DYNC1I1	0.0031223793048411608
GATA3	ANKMY2	0.003122106194496155
SNAI2	WDR3	0.0031220302917063236
